Domain Name,Record Name,Record Type,Record Value
*.oohori.xyz,_0a2b97460ddfa358dccfe99e8fd3cc1c.oohori.xyz.,CNAME,_04ce3ad488db18171985d17afbe22543.kirrbxfjtw.acm-validations.aws.
